web-scraper-order,web-scraper-start-url,lien,lien-href,marque_model,annee,prix,reference,adresse,proprietaire
"1720697164-95","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","9","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/optima/annonce-135146","Kia Optima 2016 Dakar","Année: 2016","40 000 F CFA","Ref.: 135146","Yoff","Abdia ..."
"1720697169-96","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/starex-12-places/annonce-136301","Hyundai Starex-12-places 2013 Dakar","Année: 2013","60 000 F CFA","Ref.: 136301","Ouakam","SYLLA BUSINESS GROUP"
"1720697172-97","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","5","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/skoda/fabia/annonce-136377","Skoda fabia 2016 Dakar","Année: 2016","25 000 F CFA","Ref.: 136377","Hlm","DAKAR MOTORS PRO-SUARL"
"1720697175-98","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","5","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-136397","Hyundai Sonata 2016 Dakar","Année: 2016","25 000 F CFA","Ref.: 136397","VDN","MODOU LO"
"1720697178-99","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","5","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/hilux/annonce-136406","Toyota Hilux 2016 Dakar","Année: 2016","40 000 F CFA","Ref.: 136406","Diamaguene Sicap Mbao","Cartel ."
"1720697181-100","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/pathfinder/annonce-136457","Nissan Pathfinder 2014 Dakar","Année: 2014","40 000 F CFA","Ref.: 136457","Ouakam","LOCA VOITURE DAKAR"
"1720697184-101","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chrysler/200s/annonce-136462","Chrysler 200s 2015 Dakar","Année: 2015","30 000 F CFA","Ref.: 136462","Fann","Jules BADJI"
"1720697187-102","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136473","Ford Fusion 2014 Dakar","Année: 2014","25 000 F CFA","Ref.: 136473","Patte d'oie","Trade Company"
"1720697190-103","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/scape/annonce-136495","Ford scape 2017 Dakar","Année: 2017","35 000 F CFA","Ref.: 136495","VDN","Valer NDOUBA"
"1720697192-104","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/tucson/annonce-136496","Hyundai Tucson 2017 Dakar","Année: 2017","35 000 F CFA","Ref.: 136496","VDN","Valer NDOUBA"
"1720697195-105","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/jeep/cherokee/annonce-136534","Jeep Cherokee 2020 Dakar","Année: 2020","50 000 F CFA","Ref.: 136534","Yoff","A vos services"
"1720697198-106","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","9","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/k5/annonce-136533","Kia K5 2016 Dakar","Année: 2016","1 F CFA","Ref.: 136533","Yoff","A vos services"
"1720697201-107","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/hilux/annonce-136543","Toyota Hilux 2014 Dakar","Année: 2014","50 000 F CFA","Ref.: 136543","Bel Air","travelsencar .."
"1720697204-108","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-136109","Ford Edge 2016 Dakar","Année: 2016","40 000 F CFA","Ref.: 136109","Ouakam","VPS SERVICES"
"1720697207-109","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/rav-4/annonce-136576","Toyota Rav 4 2017 Dakar","Année: 2017","40 000 F CFA","Ref.: 136576","Hlm","Taiba Immo Services"
"1720697209-110","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mitsubishi/l200/annonce-136602","Mitsubishi L200 2016 Dakar","Année: 2016","35 000 F CFA","Ref.: 136602","Parcelles Assainies","Lamine Fall"
"1720697212-111","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136639","Ford Fusion 2016 Dakar","Année: 2016","40 000 F CFA","Ref.: 136639","Yoff","Babacar ba résidence"
"1720697215-112","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","5","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/tucson/annonce-136650","Hyundai Tucson 2016 Dakar","Année: 2016","35 000 F CFA","Ref.: 136650","Liberté 2","Elhadj ben abdallah"
"1720697218-113","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","6","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/transit/annonce-136680","Ford Transit 2016 Dakar","Année: 2016","60 000 F CFA","Ref.: 136680","Médina","Kena Impact Groupes"
"1720697221-114","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136723","Ford Fusion 2013 Dakar","Année: 2013","45 000 F CFA","Ref.: 136723","Ouest Foire","Lamine Konare"
"1720697224-115","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136722","Ford Fusion 2014 Dakar","Année: 2014","45 000 F CFA","Ref.: 136722","Ouest Foire","Lamine Konare"
"1720697229-116","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-136720","Hyundai Sonata 2014 Dakar","Année: 2014","30 000 F CFA","Ref.: 136720","Hann Maristes","Babs Motos, Scooters"
"1720697232-117","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-136739","Ford Edge 2018 Dakar","Année: 2018","60 000 F CFA","Ref.: 136739","Grand-Yoff","Atlantic auto"
"1720697235-118","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/camion-frigo-meldium-220cdi/annonce-136730","Renault Camion-Frigo-meldium-220CDI 2010 Dakar","Année: 2010","50 000 F CFA","Ref.: 136730","Parcelles Assainies","NAWANAM SUARL"
"1720697237-119","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/isuzu/camionnette/annonce-136731","Isuzu CAMIONNETTE 2010 Dakar","Année: 2010","35 000 F CFA","Ref.: 136731","Parcelles Assainies","NAWANAM SUARL"
"1720697240-120","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/premium-270-dci-frigo/annonce-136729","Renault premium-270-dci-frigo 2010 Dakar","Année: 2010","70 000 F CFA","Ref.: 136729","Parcelles Assainies","NAWANAM SUARL"
"1720697243-121","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chevrolet/cruze/annonce-136931","Chevrolet Cruze 2013 Dakar","Année: 2013","25 000 F CFA","Ref.: 136931","Sicap Sacré Coeur","Amadou gaye"
"1720697246-122","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-136615","Hyundai Elantra 2015 Dakar","Année: 2015","30 000 F CFA","Ref.: 136615","Médina","SEN BAZAR"
"1720697249-123","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/accent/annonce-137025","Hyundai Accent 2020 Dakar","Année: 2020","50 000 F CFA","Ref.: 137025","Mbour","Yva Ndour"
"1720697252-124","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-137027","Ford Edge 2015 Dakar","Année: 2015","45 000 F CFA","Ref.: 137027","Point-E","TECHZONE ."
"1720697254-125","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/espace/annonce-137029","Renault Espace 2019 Dakar","Année: 2019","10 000 F CFA","Ref.: 137029","Ouakam","Boutik Promo"
"1720697257-126","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/atos/annonce-137030","Hyundai Atos 2019 Dakar","Année: 2019","30 000 F CFA","Ref.: 137030","Liberté 6","Car Service Dakar"
"1720697260-127","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-137028","Ford ESCAPE-SE 2019 Dakar","Année: 2019","35 000 F CFA","Ref.: 137028","Cité Keur gorgui","Madiba Auto rent"
"1720697263-128","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sorento/annonce-137032","Kia Sorento 2020 Dakar","Année: 2020","40 000 F CFA","Ref.: 137032","Yoff","Abdia ..."
"1720697266-129","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/explorer/annonce-137037","Ford Explorer 2019 Dakar","Année: 2019","60 000 F CFA","Ref.: 137037","Yoff","A vos services"
"1720697269-130","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-137036","Hyundai Elantra 2014 Dakar","Année: 2014","30 000 F CFA","Ref.: 137036","Médina","SEN BAZAR"
"1720697272-131","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137035","Ford Fusion 2015 Dakar","Année: 2015","30 000 F CFA","Ref.: 137035","Médina","SEN BAZAR"
"1720697275-132","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/titanium/annonce-137034","Ford titanium 2020 Dakar","Année: 2020","40 000 F CFA","Ref.: 137034","Médina","BS Auto"
"1720697277-133","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137033","Ford Fusion 2020 Dakar","Année: 2020","35 000 F CFA","Ref.: 137033","Biscuiterie","Evrad Peter"
"1720697281-134","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","9","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/bmw/serie-5/annonce-137054","Bmw Serie 5 2014 Dakar","Année: 2014","70 000 F CFA","Ref.: 137054","Virage","Coulibaly Mamadou"
"1720697283-135","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/optima/annonce-137084","Kia Optima 2014 Dakar","Année: 2014","25 000 F CFA","Ref.: 137084","Ouakam","Valer NDOUBA"
"1720697289-136","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137304","Ford Fusion 2013 Dakar","1 km","30 000 F CFA","Ref.: 137304","Point-E","TECHZONE ."
"1720697292-137","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/ds4/annonce-137347","Citroen Ds4 2014 Dakar","Année: 2014","30 000 F CFA","Ref.: 137347","Guédiawaye","unicar UNICAR"
"1720697294-138","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","8","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/minibus/annonce-137402","Ford Minibus 2015 Dakar","Année: 2015","75 000 F CFA","Ref.: 137402","Médina","Kena Impact Groupes"
"1720697297-139","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mitsubishi/asx/annonce-137678","Mitsubishi Asx 2014 Dakar","Année: 2014","40 000 F CFA","Ref.: 137678","Ouest Foire","Rent Auto"
"1720697300-140","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-137868","Kia Sportage 2012 Dakar","Année: 2012","35 000 F CFA","Ref.: 137868","Almadies","Moustapha SAMBA"
"1720697304-141","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","5","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/rogue-sl-awd/annonce-137867","Nissan ROGUE-SL-AWD 2015 Dakar","Année: 2015","35 000 F CFA","Ref.: 137867","Thiès","AlfaBusinessGroup BARRY"
"1720697307-142","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138103","Hyundai Elantra 2013 Dakar","Année: 2013","19 500 F CFA","Ref.: 138103","Nord Foire","Mouhamed Diallo"
"1720697309-143","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/starex-12-places/annonce-138259","Hyundai Starex-12-places 2020 Dakar","Année: 2020","50 000 F CFA","Ref.: 138259","Pikine Ouest","David Niang"
"1720697312-144","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-138372","Hyundai Sonata 2014 Dakar","Année: 2014","37 000 F CFA","Ref.: 138372","Parcelles Assainies","DRT Automobile"
"1720697316-145","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","7","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-138371","Hyundai Sonata 2014 Dakar","Année: 2014","35 000 F CFA","Ref.: 138371","Parcelles Assainies","DRT Automobile"
"1720697318-146","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-138395","Kia Sportage 2015 Dakar","Année: 2015","25 000 F CFA","Ref.: 138395","Almadies","Moustapha SAMBA"
"1720697328-147","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","6","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-138438","Ford Fusion 2014 Dakar","10000 km","30 000 F CFA","Ref.: 138438","Médina","Bakay Samassa"
"1720697330-148","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","5","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/verso/annonce-138493","Toyota Verso 2014 Dakar","Année: 2014","25 000 F CFA","Ref.: 138493","Mermoz Sacré-Coeur","LocAuto Sénégal Location de voiture"
"1720697333-149","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138492","Hyundai Elantra 2015 Dakar","Année: 2015","20 000 F CFA","Ref.: 138492","Mermoz Sacré-Coeur","LocAuto Sénégal Location de voiture"
"1720697336-150","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138491","Hyundai Elantra 2015 Dakar","Année: 2015","20 000 F CFA","Ref.: 138491","Mermoz Sacré-Coeur","LocAuto Sénégal Location de voiture"
"1720697339-151","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","4","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/rav-4/annonce-138490","Toyota Rav 4 2020 Dakar","Année: 2020","35 000 F CFA","Ref.: 138490","Mermoz Sacré-Coeur","LocAuto Sénégal Location de voiture"
"1720697342-152","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-138518","Ford Fusion 2015 Dakar","Année: 2015","35 000 F CFA","Ref.: 138518","Cité Keur gorgui","Pape Cheikh automobile"
"1720697345-153","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fiesta/annonce-138548","Ford Fiesta 2014 Dakar","Année: 2014","30 000 F CFA","Ref.: 138548","Sangalkam","Medoune Ndiaye"
"1720697347-154","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","6","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/peugeot/308/annonce-138621","Peugeot 308 2013 Dakar","Année: 2013","30 000 F CFA","Ref.: 138621","Grand-Yoff","Chic Drive"
"1720697350-155","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/berlingo/annonce-138611","Citroen Berlingo 2014 Dakar","Année: 2014","20 000 F CFA","Ref.: 138611","Médina","Chasseur Automobile"
